时间,电力负荷(kW),热力负荷(kW),光照强度(W/m²),风速(m/s)
2024/1/3 1:00,540000,0,0,2.411
2024/1/3 2:00,540000,0,0,3.178
2024/1/3 3:00,540000,0,0,2.342
2024/1/3 4:00,540000,0,0,1.146
2024/1/3 5:00,540000,0,0,0.374
2024/1/3 6:00,540000,0,0,1.52
2024/1/3 7:00,540000,0,0,1.707
2024/1/3 8:00,540000,0,0,2.377
2024/1/3 9:00,540000,0,155,2.176
2024/1/3 10:00,540000,0,310,2.848
2024/1/3 11:00,540000,0,465,1.335
2024/1/3 12:00,540000,0,620,1.132
2024/1/3 13:00,540000,0,516.7,1.499
2024/1/3 14:00,540000,0,413.3,1.844
2024/1/3 15:00,540000,0,310,2.16
2024/1/3 16:00,540000,0,206.7,1.959
2024/1/3 17:00,540000,0,103.3,2.643
2024/1/3 18:00,540000,0,0,0.259
2024/1/3 19:00,540000,0,0,1.784
2024/1/3 20:00,540000,0,0,2.961
2024/1/3 21:00,540000,0,0,1.707
2024/1/3 22:00,540000,0,0,2.776
2024/1/3 23:00,540000,0,0,1.314
2024/1/4 0:00,540000,0,0,1.677
2024/1/4 1:00,540000,0,0,1.128
2024/1/4 2:00,540000,0,0,1.051
2024/1/4 3:00,540000,0,0,1.91
2024/1/4 4:00,540000,0,0,1.771
2024/1/4 5:00,540000,0,0,0.344
2024/1/4 6:00,540000,0,0,0.251
2024/1/4 7:00,540000,0,0,1.16
2024/1/4 8:00,540000,0,0,0.905
2024/1/4 9:00,540000,0,155,0
2024/1/4 10:00,540000,0,310,0.134
2024/1/4 11:00,540000,0,465,1.227
2024/1/4 12:00,540000,0,620,1.438
2024/1/4 13:00,540000,0,516.7,0.937
2024/1/4 14:00,540000,0,413.3,0.893
2024/1/4 15:00,540000,0,310,1.178
2024/1/4 16:00,540000,0,206.7,1.105
2024/1/4 17:00,540000,0,103.3,1.342
2024/1/4 18:00,540000,0,0,0.08
2024/1/4 19:00,540000,0,0,0.508
2024/1/4 20:00,540000,0,0,0.158
2024/1/4 21:00,540000,0,0,1.121
2024/1/4 22:00,540000,0,0,1.78
2024/1/4 23:00,540000,0,0,1.416
2024/1/5 0:00,540000,0,0,0.822
2024/1/5 1:00,540000,0,0,0.937
2024/1/5 2:00,540000,0,0,0.782
2024/1/5 3:00,540000,0,0,0.387
2024/1/5 4:00,540000,0,0,0.024
2024/1/5 5:00,540000,0,0,0
2024/1/5 6:00,540000,0,0,1.109
2024/1/5 7:00,540000,0,0,2.074
2024/1/5 8:00,540000,0,0,2.228
2024/1/5 9:00,540000,0,155,1.079
2024/1/5 10:00,540000,0,310,2.168
2024/1/5 11:00,540000,0,465,1.819
2024/1/5 12:00,540000,0,620,0.725
2024/1/5 13:00,540000,0,516.7,0.348
2024/1/5 14:00,540000,0,413.3,0.502
2024/1/5 15:00,540000,0,310,0.289
2024/1/5 16:00,540000,0,206.7,1.269
2024/1/5 17:00,540000,0,103.3,0.136
2024/1/5 18:00,540000,0,0,0.161
2024/1/5 19:00,540000,0,0,0.861
2024/1/5 20:00,540000,0,0,0.257
2024/1/5 21:00,540000,0,0,0.161
2024/1/5 22:00,540000,0,0,0.528
2024/1/5 23:00,540000,0,0,0.63
2024/1/6 0:00,540000,0,0,0.552
2024/1/6 1:00,540000,0,0,1.184
2024/1/6 2:00,540000,0,0,0.648
2024/1/6 3:00,540000,0,0,0.165
2024/1/6 4:00,540000,0,0,0.556
2024/1/6 5:00,540000,0,0,0.067
2024/1/6 6:00,540000,0,0,0.331
2024/1/6 7:00,540000,0,0,0.31
2024/1/6 8:00,540000,0,0,0.148
2024/1/6 9:00,540000,0,155,0.422
2024/1/6 10:00,540000,0,310,0.008
2024/1/6 11:00,540000,0,465,0.133
2024/1/6 12:00,540000,0,620,0.192
2024/1/6 13:00,540000,0,516.7,0.305
2024/1/6 14:00,540000,0,413.3,0.592
2024/1/6 15:00,540000,0,310,0.777
2024/1/6 16:00,540000,0,206.7,0.47
2024/1/6 17:00,540000,0,103.3,0.275
2024/1/6 18:00,540000,0,0,0.59
2024/1/6 19:00,540000,0,0,0.041
2024/1/6 20:00,540000,0,0,0.511
2024/1/6 21:00,540000,0,0,0.009
2024/1/6 22:00,540000,0,0,0.331
2024/1/6 23:00,540000,0,0,0.202
2024/1/7 0:00,540000,0,0,0.092
2024/1/7 1:00,540000,0,0,0.015
2024/1/7 2:00,540000,0,0,0.012
2024/1/7 3:00,540000,0,0,0.014
2024/1/7 4:00,540000,0,0,0.013
2024/1/7 5:00,540000,0,0,0.18
2024/1/7 6:00,540000,0,0,0.085
2024/1/7 7:00,540000,0,0,0.142
2024/1/7 8:00,540000,0,0,0.155
2024/1/7 9:00,540000,0,155,0.149
2024/1/7 10:00,540000,0,310,0.043
2024/1/7 11:00,540000,0,465,0.213
2024/1/7 12:00,540000,0,620,0
2024/1/7 13:00,540000,0,516.7,0.176
2024/1/7 14:00,540000,0,413.3,0.491
2024/1/7 15:00,540000,0,310,0.827
2024/1/7 16:00,540000,0,206.7,0.637
2024/1/7 17:00,540000,0,103.3,1.234
2024/1/7 18:00,540000,0,0,1.984
2024/1/7 19:00,540000,0,0,1.505
2024/1/7 20:00,540000,0,0,0.27
2024/1/7 21:00,540000,0,0,0.514
2024/1/7 22:00,540000,0,0,0.769
2024/1/7 23:00,540000,0,0,0.169
2024/1/8 0:00,540000,0,0,1.072
2024/1/8 1:00,540000,0,0,0.183
2024/1/8 2:00,540000,0,0,0.777
2024/1/8 3:00,540000,0,0,0.454
2024/1/8 4:00,540000,0,0,0.059
2024/1/8 5:00,540000,0,0,0.024
2024/1/8 6:00,540000,0,0,0.49
2024/1/8 7:00,540000,0,0,0.928
2024/1/8 8:00,540000,0,0,0.546
2024/1/8 9:00,540000,0,155,0.032
2024/1/8 10:00,540000,0,310,0.28
2024/1/8 11:00,540000,0,465,1.019
2024/1/8 12:00,540000,0,620,0.186
2024/1/8 13:00,540000,0,516.7,0.356
2024/1/8 14:00,540000,0,413.3,0.435
2024/1/8 15:00,540000,0,310,1.498
2024/1/8 16:00,540000,0,206.7,1.398
2024/1/8 17:00,540000,0,103.3,0.696
2024/1/8 18:00,540000,0,0,0.073
2024/1/8 19:00,540000,0,0,0.075
2024/1/8 20:00,540000,0,0,1.076
2024/1/8 21:00,540000,0,0,0.847
2024/1/8 22:00,540000,0,0,0.931
2024/1/8 23:00,540000,0,0,0.892
2024/1/9 0:00,540000,0,0,0.542
2024/1/9 1:00,540000,0,0,0
2024/1/9 2:00,540000,0,0,0.095
2024/1/9 3:00,540000,0,0,0.556
2024/1/9 4:00,540000,0,0,2.055
2024/1/9 5:00,540000,0,0,1.046
2024/1/9 6:00,540000,0,0,0.687
2024/1/9 7:00,540000,0,0,0.15
2024/1/9 8:00,540000,0,0,0.28
2024/1/9 9:00,540000,0,155,0.094
2024/1/9 10:00,540000,0,310,0.096
2024/1/9 11:00,540000,0,465,0.313
2024/1/9 12:00,540000,0,620,0.832
2024/1/9 13:00,540000,0,516.7,0.886
2024/1/9 14:00,540000,0,413.3,0.468
2024/1/9 15:00,540000,0,310,0.594
2024/1/9 16:00,540000,0,206.7,1.356
2024/1/9 17:00,540000,0,103.3,1.307
2024/1/9 18:00,540000,0,0,0.522
2024/1/9 19:00,540000,0,0,0.035
2024/1/9 20:00,540000,0,0,0.001
2024/1/9 21:00,540000,0,0,0.431
2024/1/9 22:00,540000,0,0,0.43
2024/1/9 23:00,540000,0,0,0.749
2024/1/10 0:00,540000,0,0,0.099
2024/1/10 1:00,540000,0,0,0.346
2024/1/10 2:00,540000,0,0,0.027
2024/1/10 3:00,540000,0,0,0.338
2024/1/10 4:00,540000,0,0,0.258
2024/1/10 5:00,540000,0,0,0.336
2024/1/10 6:00,540000,0,0,0.526
2024/1/10 7:00,540000,0,0,0.051
2024/1/10 8:00,540000,0,0,0.019
2024/1/10 9:00,540000,0,155,0
2024/1/10 10:00,540000,0,310,0.282
2024/1/10 11:00,540000,0,465,0.314
2024/1/10 12:00,540000,0,620,0.074
2024/1/10 13:00,540000,0,516.7,0.487
2024/1/10 14:00,540000,0,413.3,0.805
2024/1/10 15:00,540000,0,310,1.422
2024/1/10 16:00,540000,0,206.7,0.496
2024/1/10 17:00,540000,0,103.3,0.002
2024/1/10 18:00,540000,0,0,0.13
2024/1/10 19:00,540000,0,0,0.087
2024/1/10 20:00,540000,0,0,0.839
2024/1/10 21:00,540000,0,0,0.36
2024/1/10 22:00,540000,0,0,1.797
2024/1/10 23:00,540000,0,0,0.906
2024/1/11 0:00,540000,0,0,0.311
2024/1/11 1:00,540000,0,0,1.058
2024/1/11 2:00,540000,0,0,0.735
2024/1/11 3:00,540000,0,0,0.354
2024/1/11 4:00,540000,0,0,0.327
2024/1/11 5:00,540000,0,0,0.182
2024/1/11 6:00,540000,0,0,0.03
2024/1/11 7:00,540000,0,0,0.123
2024/1/11 8:00,540000,0,0,0.237
2024/1/11 9:00,540000,0,155,0.048
2024/1/11 10:00,540000,0,310,0.016
2024/1/11 11:00,540000,0,465,1.115
2024/1/11 12:00,540000,0,620,0.963
2024/1/11 13:00,540000,0,516.7,0.83
2024/1/11 14:00,540000,0,413.3,1.214
2024/1/11 15:00,540000,0,310,1.408
2024/1/11 16:00,540000,0,206.7,1.613
2024/1/11 17:00,540000,0,103.3,0.706
2024/1/11 18:00,540000,0,0,0.584
2024/1/11 19:00,540000,0,0,1.154
2024/1/11 20:00,540000,0,0,2.551
2024/1/11 21:00,540000,0,0,1.397
2024/1/11 22:00,540000,0,0,1.307
2024/1/11 23:00,540000,0,0,0
2024/1/12 0:00,540000,0,0,0.547
2024/1/12 1:00,540000,0,0,0.217
2024/1/12 2:00,540000,0,0,1.611
2024/1/12 3:00,540000,0,0,2.987
2024/1/12 4:00,540000,0,0,4.992
2024/1/12 5:00,540000,0,0,7.814
2024/1/12 6:00,540000,0,0,3.274
2024/1/12 7:00,540000,0,0,2.302
2024/1/12 8:00,540000,0,0,3.693
2024/1/12 9:00,540000,0,155,1.532
2024/1/12 10:00,540000,0,310,4.335
2024/1/12 11:00,540000,0,465,3.461
2024/1/12 12:00,540000,0,620,2.335
2024/1/12 13:00,540000,0,516.7,4.559
2024/1/12 14:00,540000,0,413.3,3.266
2024/1/12 15:00,540000,0,310,1.893
2024/1/12 16:00,540000,0,206.7,3.592
2024/1/12 17:00,540000,0,103.3,2.372
2024/1/12 18:00,540000,0,0,4.896
2024/1/12 19:00,540000,0,0,5.467
2024/1/12 20:00,540000,0,0,2.138
2024/1/12 21:00,540000,0,0,2.999
2024/1/12 22:00,540000,0,0,4.589
2024/1/12 23:00,540000,0,0,5.044
2024/1/13 0:00,540000,0,0,4.346
2024/1/13 1:00,540000,0,0,1.435
2024/1/13 2:00,540000,0,0,1.992
2024/1/13 3:00,540000,0,0,3.841
2024/1/13 4:00,540000,0,0,2.542
2024/1/13 5:00,540000,0,0,1.866
2024/1/13 6:00,540000,0,0,2.322
2024/1/13 7:00,540000,0,0,1.373
2024/1/13 8:00,540000,0,0,0.715
2024/1/13 9:00,540000,0,155,0.949
2024/1/13 10:00,540000,0,310,2.803
2024/1/13 11:00,540000,0,465,3.59
2024/1/13 12:00,540000,0,620,3.496
2024/1/13 13:00,540000,0,516.7,1.924
2024/1/13 14:00,540000,0,413.3,2.193
2024/1/13 15:00,540000,0,310,1.09
2024/1/13 16:00,540000,0,206.7,0.472
2024/1/13 17:00,540000,0,103.3,0.869
2024/1/13 18:00,540000,0,0,1.54
2024/1/13 19:00,540000,0,0,1.95
2024/1/13 20:00,540000,0,0,3.789
2024/1/13 21:00,540000,0,0,3.833
2024/1/13 22:00,540000,0,0,3.692
2024/1/13 23:00,540000,0,0,3.548
2024/1/14 0:00,540000,0,0,3.084
2024/1/14 1:00,540000,0,0,3.225
2024/1/14 2:00,540000,0,0,3.908
2024/1/14 3:00,540000,0,0,1.185
2024/1/14 4:00,540000,0,0,1.131
2024/1/14 5:00,540000,0,0,0.544
2024/1/14 6:00,540000,0,0,0.46
2024/1/14 7:00,540000,0,0,1.005
2024/1/14 8:00,540000,0,0,1.053
2024/1/14 9:00,540000,0,155,0.306
2024/1/14 10:00,540000,0,310,1.214
2024/1/14 11:00,540000,0,465,0.547
2024/1/14 12:00,540000,0,620,0.697
2024/1/14 13:00,540000,0,516.7,0.073
2024/1/14 14:00,540000,0,413.3,0.536
2024/1/14 15:00,540000,0,310,0.472
2024/1/14 16:00,540000,0,206.7,1.188
2024/1/14 17:00,540000,0,103.3,0.578
2024/1/14 18:00,540000,0,0,0.632
2024/1/14 19:00,540000,0,0,1.322
2024/1/14 20:00,540000,0,0,1.066
2024/1/14 21:00,540000,0,0,1.719
2024/1/14 22:00,540000,0,0,1.806
2024/1/14 23:00,540000,0,0,0.771
2024/1/15 0:00,540000,0,0,1.716
2024/1/15 1:00,540000,0,0,0.897
2024/1/15 2:00,540000,0,0,0.734
2024/1/15 3:00,540000,0,0,2.454
2024/1/15 4:00,540000,0,0,0.939
2024/1/15 5:00,540000,0,0,0.001
2024/1/15 6:00,540000,0,0,0.426
2024/1/15 7:00,540000,0,0,0.167
2024/1/15 8:00,540000,0,0,0.363
2024/1/15 9:00,540000,0,155,0.739
2024/1/15 10:00,540000,0,310,0.349
2024/1/15 11:00,540000,0,465,1.602
2024/1/15 12:00,540000,0,620,1.05
2024/1/15 13:00,540000,0,516.7,0.399
2024/1/15 14:00,540000,0,413.3,0.799
2024/1/15 15:00,540000,0,310,1.771
2024/1/15 16:00,540000,0,206.7,2.15
2024/1/15 17:00,540000,0,103.3,1.392
2024/1/15 18:00,540000,0,0,0.047
2024/1/15 19:00,540000,0,0,0.464
2024/1/15 20:00,540000,0,0,0.349
2024/1/15 21:00,540000,0,0,0.5
2024/1/15 22:00,540000,0,0,0.353
2024/1/15 23:00,540000,0,0,1.1
2024/1/16 0:00,540000,0,0,1.901
2024/1/16 1:00,540000,0,0,0.058
2024/1/16 2:00,540000,0,0,0.946
2024/1/16 3:00,540000,0,0,0.206
2024/1/16 4:00,540000,0,0,0.626
2024/1/16 5:00,540000,0,0,0.565
2024/1/16 6:00,540000,0,0,1.931
2024/1/16 7:00,540000,0,0,1.966
2024/1/16 8:00,540000,0,0,1.457
2024/1/16 9:00,540000,0,155,1.336
2024/1/16 10:00,540000,0,310,1.588
2024/1/16 11:00,540000,0,465,2.188
2024/1/16 12:00,540000,0,620,2.78
2024/1/16 13:00,540000,0,516.7,0.968
2024/1/16 14:00,540000,0,413.3,0.636
2024/1/16 15:00,540000,0,310,1.978
2024/1/16 16:00,540000,0,206.7,1.314
2024/1/16 17:00,540000,0,103.3,0.34
2024/1/16 18:00,540000,0,0,0.415
2024/1/16 19:00,540000,0,0,1.476
2024/1/16 20:00,540000,0,0,1.262
2024/1/16 21:00,540000,0,0,0.886
2024/1/16 22:00,540000,0,0,1.443
2024/1/16 23:00,540000,0,0,1.159
2024/1/17 0:00,540000,0,0,2.621
2024/1/17 1:00,540000,0,0,3.849
2024/1/17 2:00,540000,0,0,1.739
2024/1/17 3:00,540000,0,0,1.529
2024/1/17 4:00,540000,0,0,1.631
2024/1/17 5:00,540000,0,0,0.579
2024/1/17 6:00,540000,0,0,0.252
2024/1/17 7:00,540000,0,0,1.225
2024/1/17 8:00,540000,0,0,1.204
2024/1/17 9:00,540000,0,155,1.458
2024/1/17 10:00,540000,0,310,1.387
2024/1/17 11:00,540000,0,465,1.588
2024/1/17 12:00,540000,0,620,1.462
2024/1/17 13:00,540000,0,516.7,2.236
2024/1/17 14:00,540000,0,413.3,1.955
2024/1/17 15:00,540000,0,310,2.171
2024/1/17 16:00,540000,0,206.7,1.912
2024/1/17 17:00,540000,0,103.3,0.826
2024/1/17 18:00,540000,0,0,1.993
2024/1/17 19:00,540000,0,0,2.657
2024/1/17 20:00,540000,0,0,3.52
2024/1/17 21:00,540000,0,0,3.583
2024/1/17 22:00,540000,0,0,4.401
2024/1/17 23:00,540000,0,0,4.513
2024/1/18 0:00,540000,0,0,5.612
2024/1/18 1:00,540000,0,0,5.353
2024/1/18 2:00,540000,0,0,5.241
2024/1/18 3:00,540000,0,0,6.415
2024/1/18 4:00,540000,0,0,13.433
2024/1/18 5:00,540000,0,0,21.658
2024/1/18 6:00,540000,0,0,21.832
2024/1/18 7:00,540000,0,0,21.462
2024/1/18 8:00,540000,0,0,23.112
2024/1/18 9:00,540000,0,155,25.593
2024/1/18 10:00,540000,0,310,20.27
2024/1/18 11:00,540000,0,465,21.485
2024/1/18 12:00,540000,0,620,22.27
2024/1/18 13:00,540000,0,516.7,19.462
2024/1/18 14:00,540000,0,413.3,17.293
2024/1/18 15:00,540000,0,310,14.805
2024/1/18 16:00,540000,0,206.7,10.617
2024/1/18 17:00,540000,0,103.3,8.047
2024/1/18 18:00,540000,0,0,9.407
2024/1/18 19:00,540000,0,0,14.725
2024/1/18 20:00,540000,0,0,16.845
2024/1/18 21:00,540000,0,0,18.68
2024/1/18 22:00,540000,0,0,15.84
2024/1/18 23:00,540000,0,0,14.458
2024/1/19 0:00,540000,0,0,10.862
2024/1/19 1:00,540000,0,0,7.658
2024/1/19 2:00,540000,0,0,7.797
2024/1/19 3:00,540000,0,0,14.183
2024/1/19 4:00,540000,0,0,12.638
2024/1/19 5:00,540000,0,0,10.638
2024/1/19 6:00,540000,0,0,5.064
2024/1/19 7:00,540000,0,0,3.853
2024/1/19 8:00,540000,0,0,3.668
2024/1/19 9:00,540000,0,155,3.532
2024/1/19 10:00,540000,0,310,2.985
2024/1/19 11:00,540000,0,465,2.913
2024/1/19 12:00,540000,0,620,2.849
2024/1/19 13:00,540000,0,516.7,3.161
2024/1/19 14:00,540000,0,413.3,3.572
2024/1/19 15:00,540000,0,310,3.896
2024/1/19 16:00,540000,0,206.7,2.484
2024/1/19 17:00,540000,0,103.3,2.164
2024/1/19 18:00,540000,0,0,3.032
2024/1/19 19:00,540000,0,0,1.253
2024/1/19 20:00,540000,0,0,1.068
2024/1/19 21:00,540000,0,0,0.736
2024/1/19 22:00,540000,0,0,2.086
2024/1/19 23:00,540000,0,0,2.5
2024/1/20 0:00,540000,0,0,2.661
2024/1/20 1:00,540000,0,0,3.181
2024/1/20 2:00,540000,0,0,3.883
2024/1/20 3:00,540000,0,0,3.75
2024/1/20 4:00,540000,0,0,3.318
2024/1/20 5:00,540000,0,0,4.681
2024/1/20 6:00,540000,0,0,3.302
2024/1/20 7:00,540000,0,0,3.09
2024/1/20 8:00,540000,0,0,3.706
2024/1/20 9:00,540000,0,155,3.156
2024/1/20 10:00,540000,0,310,2.503
2024/1/20 11:00,540000,0,465,1.867
2024/1/20 12:00,540000,0,620,2.207
2024/1/20 13:00,540000,0,516.7,3.38
2024/1/20 14:00,540000,0,413.3,3.186
2024/1/20 15:00,540000,0,310,3.153
2024/1/20 16:00,540000,0,206.7,4.308
2024/1/20 17:00,540000,0,103.3,3.049
2024/1/20 18:00,540000,0,0,1.284
2024/1/20 19:00,540000,0,0,0.168
2024/1/20 20:00,540000,0,0,0.423
2024/1/20 21:00,540000,0,0,1.315
2024/1/20 22:00,540000,0,0,1.356
2024/1/20 23:00,540000,0,0,0.74
2024/1/21 0:00,540000,0,0,1.046
2024/1/21 1:00,540000,0,0,2.26
2024/1/21 2:00,540000,0,0,1.968
2024/1/21 3:00,540000,0,0,2.378
2024/1/21 4:00,540000,0,0,2.265
2024/1/21 5:00,540000,0,0,3.385
2024/1/21 6:00,540000,0,0,4.57
2024/1/21 7:00,540000,0,0,3.803
2024/1/21 8:00,540000,0,0,3.576
2024/1/21 9:00,540000,0,155,3.972
2024/1/21 10:00,540000,0,310,3.024
2024/1/21 11:00,540000,0,465,2.378
2024/1/21 12:00,540000,0,620,2.243
2024/1/21 13:00,540000,0,516.7,0.434
2024/1/21 14:00,540000,0,413.3,2.074
2024/1/21 15:00,540000,0,310,1.229
2024/1/21 16:00,540000,0,206.7,1.909
2024/1/21 17:00,540000,0,103.3,2.704
2024/1/21 18:00,540000,0,0,2.812
2024/1/21 19:00,540000,0,0,3.529
2024/1/21 20:00,540000,0,0,3.978
2024/1/21 21:00,540000,0,0,3.058
2024/1/21 22:00,540000,0,0,0.141
2024/1/21 23:00,540000,0,0,0.6
2024/1/22 0:00,540000,0,0,2.775
2024/1/22 1:00,540000,0,0,1.854
2024/1/22 2:00,540000,0,0,0.714
2024/1/22 3:00,540000,0,0,0.017
2024/1/22 4:00,540000,0,0,0.062
2024/1/22 5:00,540000,0,0,0
2024/1/22 6:00,540000,0,0,0.625
2024/1/22 7:00,540000,0,0,1.623
2024/1/22 8:00,540000,0,0,1.659
2024/1/22 9:00,540000,0,155,0.984
2024/1/22 10:00,540000,0,310,0.27
2024/1/22 11:00,540000,0,465,0.205
2024/1/22 12:00,540000,0,620,1.351
2024/1/22 13:00,540000,0,516.7,1.153
2024/1/22 14:00,540000,0,413.3,0.79
2024/1/22 15:00,540000,0,310,1.356
2024/1/22 16:00,540000,0,206.7,2.16
2024/1/22 17:00,540000,0,103.3,1.736
2024/1/22 18:00,540000,0,0,1.027
2024/1/22 19:00,540000,0,0,0.041
2024/1/22 20:00,540000,0,0,0.206
2024/1/22 21:00,540000,0,0,1.262
2024/1/22 22:00,540000,0,0,2.392
2024/1/22 23:00,540000,0,0,0.656
2024/1/23 0:00,540000,0,0,1.197
2024/1/23 1:00,540000,0,0,0.723
2024/1/23 2:00,540000,0,0,1.029
2024/1/23 3:00,540000,0,0,2.556
2024/1/23 4:00,540000,0,0,4.289
2024/1/23 5:00,540000,0,0,4.337
2024/1/23 6:00,540000,0,0,2.304
2024/1/23 7:00,540000,0,0,1.111
2024/1/23 8:00,540000,0,0,0.139
2024/1/23 9:00,540000,0,155,1.016
2024/1/23 10:00,540000,0,310,1.433
2024/1/23 11:00,540000,0,465,1.504
2024/1/23 12:00,540000,0,620,2.846
2024/1/23 13:00,540000,0,516.7,2.627
2024/1/23 14:00,540000,0,413.3,2.624
2024/1/23 15:00,540000,0,310,3.027
2024/1/23 16:00,540000,0,206.7,3.427
2024/1/23 17:00,540000,0,103.3,3.658
2024/1/23 18:00,540000,0,0,3.314
2024/1/23 19:00,540000,0,0,2.887
2024/1/23 20:00,540000,0,0,1.876
2024/1/23 21:00,540000,0,0,2.003
2024/1/23 22:00,540000,0,0,2.455
2024/1/23 23:00,540000,0,0,2.161
2024/1/24 0:00,540000,0,0,1.747
2024/1/24 1:00,540000,0,0,1.728
2024/1/24 2:00,540000,0,0,0.375
2024/1/24 3:00,540000,0,0,0.378
2024/1/24 4:00,540000,0,0,1.02
2024/1/24 5:00,540000,0,0,1.796
2024/1/24 6:00,540000,0,0,0.879
2024/1/24 7:00,540000,0,0,0.19
2024/1/24 8:00,540000,0,0,0.247
2024/1/24 9:00,540000,0,155,0.023
2024/1/24 10:00,540000,0,310,0.037
2024/1/24 11:00,540000,0,465,0.694
2024/1/24 12:00,540000,0,620,0.419
2024/1/24 13:00,540000,0,516.7,0.531
2024/1/24 14:00,540000,0,413.3,1.507
2024/1/24 15:00,540000,0,310,2.021
2024/1/24 16:00,540000,0,206.7,1.233
2024/1/24 17:00,540000,0,103.3,2.052
2024/1/24 18:00,540000,0,0,1.68
2024/1/24 19:00,540000,0,0,0.712
2024/1/24 20:00,540000,0,0,0.997
2024/1/24 21:00,540000,0,0,1.732
2024/1/24 22:00,540000,0,0,1.953
2024/1/24 23:00,540000,0,0,0.467
2024/1/25 0:00,540000,0,0,0.278
2024/1/25 1:00,540000,0,0,0.726
2024/1/25 2:00,540000,0,0,0.941
2024/1/25 3:00,540000,0,0,1.479
2024/1/25 4:00,540000,0,0,1.413
2024/1/25 5:00,540000,0,0,2.096
2024/1/25 6:00,540000,0,0,2.283
2024/1/25 7:00,540000,0,0,2.178
2024/1/25 8:00,540000,0,0,0.477
2024/1/25 9:00,540000,0,155,0.29
2024/1/25 10:00,540000,0,310,1.294
2024/1/25 11:00,540000,0,465,1.542
2024/1/25 12:00,540000,0,620,0.693
2024/1/25 13:00,540000,0,516.7,1.067
2024/1/25 14:00,540000,0,413.3,1.227
2024/1/25 15:00,540000,0,310,2.35
2024/1/25 16:00,540000,0,206.7,2.722
2024/1/25 17:00,540000,0,103.3,2.373
2024/1/25 18:00,540000,0,0,1.927
2024/1/25 19:00,540000,0,0,1.128
2024/1/25 20:00,540000,0,0,0.34
2024/1/25 21:00,540000,0,0,0.054
2024/1/25 22:00,540000,0,0,0.528
2024/1/25 23:00,540000,0,0,1.54
2024/1/26 0:00,540000,0,0,0.631
2024/1/26 1:00,540000,0,0,1.19
2024/1/26 2:00,540000,0,0,1.669
2024/1/26 3:00,540000,0,0,1.169
2024/1/26 4:00,540000,0,0,0.009
2024/1/26 5:00,540000,0,0,0
2024/1/26 6:00,540000,0,0,0.803
2024/1/26 7:00,540000,0,0,1.237
2024/1/26 8:00,540000,0,0,0.43
2024/1/26 9:00,540000,0,155,0.067
2024/1/26 10:00,540000,0,310,0.203
2024/1/26 11:00,540000,0,465,0.013
2024/1/26 12:00,540000,0,620,0.221
2024/1/26 13:00,540000,0,516.7,1.008
2024/1/26 14:00,540000,0,413.3,1.699
2024/1/26 15:00,540000,0,310,2.03
2024/1/26 16:00,540000,0,206.7,2.803
2024/1/26 17:00,540000,0,103.3,2.741
2024/1/26 18:00,540000,0,0,2.068
2024/1/26 19:00,540000,0,0,0.221
2024/1/26 20:00,540000,0,0,0.195
2024/1/26 21:00,540000,0,0,1.219
2024/1/26 22:00,540000,0,0,1.245
2024/1/26 23:00,540000,0,0,1.552
