时间,电力负荷(kW),热力负荷(kW),光照强度(W/m²),风速(m/s)
2024/1/17 18:00,495637,0,0,1.714
2024/1/17 19:00,495637,0,0,2.296
2024/1/17 20:00,495637,0,0,2.945
2024/1/17 21:00,495637,0,0,3.597
2024/1/17 22:00,495637,0,0,3.93
2024/1/17 23:00,495637,0,0,4.889
2024/1/18 0:00,495637,0,0,4.668
2024/1/18 1:00,495637,0,0,5.049
2024/1/18 2:00,495637,0,0,4.815
2024/1/18 3:00,495637,0,0,5.391
2024/1/18 4:00,495637,0,0,9.853
2024/1/18 5:00,495637,0,0,17.506
2024/1/18 6:00,495637,0,0,18.787
2024/1/18 7:00,495637,0,0,18.244
2024/1/18 8:00,495637,0,0,19.739
2024/1/18 9:00,495637,0,155,20.779
2024/1/18 10:00,495637,0,310,17.543
2024/1/18 11:00,495637,0,465,17.656
2024/1/18 12:00,495637,0,620,18.886
2024/1/18 13:00,495637,0,516.7,16.289
2024/1/18 14:00,495637,0,413.3,15.721
2024/1/18 15:00,495637,0,310,13.289
2024/1/18 16:00,495637,0,206.7,9.561
2024/1/18 17:00,495637,0,103.3,7.317
2024/1/18 18:00,495637,0,0,7.764
2024/1/18 19:00,495637,0,0,12.567
2024/1/18 20:00,495637,0,0,14.468
2024/1/18 21:00,495637,0,0,16.467
2024/1/18 22:00,495637,0,0,14.357
2024/1/18 23:00,495637,0,0,13.144
2024/1/19 0:00,495637,0,0,11.082
2024/1/19 1:00,495637,0,0,6.912
2024/1/19 2:00,495637,0,0,6.351
2024/1/19 3:00,495637,0,0,12.111
2024/1/19 4:00,495637,0,0,10.699
2024/1/19 5:00,495637,0,0,10.24
2024/1/19 6:00,495637,0,0,5.665
2024/1/19 7:00,495637,0,0,4.013
2024/1/19 8:00,495637,0,0,3.558
2024/1/19 9:00,495637,0,155,3.622
2024/1/19 10:00,495637,0,310,3.232
2024/1/19 11:00,495637,0,465,2.815
2024/1/19 12:00,495637,0,620,2.768
2024/1/19 13:00,495637,0,516.7,3.1
2024/1/19 14:00,495637,0,413.3,3.537
2024/1/19 15:00,495637,0,310,3.733
2024/1/19 16:00,495637,0,206.7,2.758
2024/1/19 17:00,495637,0,103.3,2.371
2024/1/19 18:00,495637,0,0,2.763
2024/1/19 19:00,495637,0,0,1.873
2024/1/19 20:00,495637,0,0,1.552
2024/1/19 21:00,495637,0,0,1.481
2024/1/19 22:00,495637,0,0,1.536
2024/1/19 23:00,495637,0,0,2.44
2024/1/20 0:00,495637,0,0,2.237
2024/1/20 1:00,495637,0,0,3.015
2024/1/20 2:00,495637,0,0,3.245
2024/1/20 3:00,495637,0,0,3.66
2024/1/20 4:00,495637,0,0,2.753
2024/1/20 5:00,495637,0,0,4.321
2024/1/20 6:00,495637,0,0,3.314
2024/1/20 7:00,495637,0,0,2.518
2024/1/20 8:00,495637,0,0,3.369
2024/1/20 9:00,495637,0,155,3.17
2024/1/20 10:00,495637,0,310,2.227
2024/1/20 11:00,495637,0,465,2.023
2024/1/20 12:00,495637,0,620,2.117
2024/1/20 13:00,495637,0,516.7,3.345
2024/1/20 14:00,495637,0,413.3,3.102
2024/1/20 15:00,495637,0,310,3.13
2024/1/20 16:00,495637,0,206.7,3.866
2024/1/20 17:00,495637,0,103.3,3.273
2024/1/20 18:00,495637,0,0,2.069
2024/1/20 19:00,495637,0,0,1.113
2024/1/20 20:00,495637,0,0,1.294
2024/1/20 21:00,495637,0,0,1.814
2024/1/20 22:00,495637,0,0,1.96
2024/1/20 23:00,495637,0,0,1.527
2024/1/21 0:00,495637,0,0,1.71
2024/1/21 1:00,495637,0,0,2.445
2024/1/21 2:00,495637,0,0,2.344
2024/1/21 3:00,495637,0,0,2.459
2024/1/21 4:00,495637,0,0,2.602
2024/1/21 5:00,495637,0,0,3.154
2024/1/21 6:00,495637,0,0,4.26
2024/1/21 7:00,495637,0,0,3.745
2024/1/21 8:00,495637,0,0,3.756
2024/1/21 9:00,495637,0,155,4.095
2024/1/21 10:00,495637,0,310,3.327
2024/1/21 11:00,495637,0,465,2.55
2024/1/21 12:00,495637,0,620,2.809
2024/1/21 13:00,495637,0,516.7,0.441
2024/1/21 14:00,495637,0,413.3,1.811
2024/1/21 15:00,495637,0,310,1.463
2024/1/21 16:00,495637,0,206.7,1.805
2024/1/21 17:00,495637,0,103.3,2.349
2024/1/21 18:00,495637,0,0,2.78
2024/1/21 19:00,495637,0,0,3.103
2024/1/21 20:00,495637,0,0,3.765
2024/1/21 21:00,495637,0,0,3.111
2024/1/21 22:00,495637,0,0,0.538
2024/1/21 23:00,495637,0,0,0.685
2024/1/22 0:00,495637,0,0,2.274
2024/1/22 1:00,495637,0,0,2.072
2024/1/22 2:00,495637,0,0,1.028
2024/1/22 3:00,495637,0,0,0.607
2024/1/22 4:00,495637,0,0,0.528
2024/1/22 5:00,495637,0,0,0.482
2024/1/22 6:00,495637,0,0,0.837
2024/1/22 7:00,495637,0,0,1.728
2024/1/22 8:00,495637,0,0,1.451
2024/1/22 9:00,495637,0,155,1.553
2024/1/22 10:00,495637,0,310,0.58
2024/1/22 11:00,495637,0,465,0.455
2024/1/22 12:00,495637,0,620,1.344
2024/1/22 13:00,495637,0,516.7,1.58
2024/1/22 14:00,495637,0,413.3,1.021
2024/1/22 15:00,495637,0,310,1.233
2024/1/22 16:00,495637,0,206.7,1.987
2024/1/22 17:00,495637,0,103.3,1.828
2024/1/22 18:00,495637,0,0,1.246
2024/1/22 19:00,495637,0,0,0.458
2024/1/22 20:00,495637,0,0,0.456
2024/1/22 21:00,495637,0,0,1.054
2024/1/22 22:00,495637,0,0,2.473
2024/1/22 23:00,495637,0,0,1.073
2024/1/23 0:00,495637,0,0,1.433
2024/1/23 1:00,495637,0,0,0.866
2024/1/23 2:00,495637,0,0,1.256
2024/1/23 3:00,495637,0,0,2.406
2024/1/23 4:00,495637,0,0,3.983
2024/1/23 5:00,495637,0,0,4.248
2024/1/23 6:00,495637,0,0,2.883
2024/1/23 7:00,495637,0,0,1.568
2024/1/23 8:00,495637,0,0,0.66
2024/1/23 9:00,495637,0,155,1.153
2024/1/23 10:00,495637,0,310,1.741
2024/1/23 11:00,495637,0,465,1.748
2024/1/23 12:00,495637,0,620,2.57
2024/1/23 13:00,495637,0,516.7,2.49
2024/1/23 14:00,495637,0,413.3,2.476
2024/1/23 15:00,495637,0,310,2.665
2024/1/23 16:00,495637,0,206.7,2.527
2024/1/23 17:00,495637,0,103.3,2.304
2024/1/23 18:00,495637,0,0,1.52
2024/1/23 19:00,495637,0,0,1.246
2024/1/23 20:00,495637,0,0,0.983
2024/1/23 21:00,495637,0,0,1.356
2024/1/23 22:00,495637,0,0,2.203
2024/1/23 23:00,495637,0,0,2.245
2024/1/24 0:00,495637,0,0,1.726
2024/1/24 1:00,495637,0,0,1.384
2024/1/24 2:00,495637,0,0,2.043
2024/1/24 3:00,495637,0,0,2.297
2024/1/24 4:00,495637,0,0,1.469
2024/1/24 5:00,495637,0,0,0.753
2024/1/24 6:00,495637,0,0,1.081
2024/1/24 7:00,495637,0,0,1.511
2024/1/24 8:00,495637,0,0,0.844
2024/1/24 9:00,495637,0,155,0.918
2024/1/24 10:00,495637,0,310,1.201
2024/1/24 11:00,495637,0,465,1.504
2024/1/24 12:00,495637,0,620,1.162
2024/1/24 13:00,495637,0,516.7,1.195
2024/1/24 14:00,495637,0,413.3,1.736
2024/1/24 15:00,495637,0,310,2.026
2024/1/24 16:00,495637,0,206.7,2.088
2024/1/24 17:00,495637,0,103.3,1.774
2024/1/24 18:00,495637,0,0,1.812
2024/1/24 19:00,495637,0,0,1.17
2024/1/24 20:00,495637,0,0,0.286
2024/1/24 21:00,495637,0,0,0
2024/1/24 22:00,495637,0,0,1.062
2024/1/24 23:00,495637,0,0,1.842
2024/1/25 0:00,495637,0,0,1.034
2024/1/25 1:00,495637,0,0,0.598
2024/1/25 2:00,495637,0,0,2.082
2024/1/25 3:00,495637,0,0,2.546
2024/1/25 4:00,495637,0,0,2.877
2024/1/25 5:00,495637,0,0,2.632
2024/1/25 6:00,495637,0,0,2.217
2024/1/25 7:00,495637,0,0,2.159
2024/1/25 8:00,495637,0,0,1.308
2024/1/25 9:00,495637,0,155,1.088
2024/1/25 10:00,495637,0,310,0.468
2024/1/25 11:00,495637,0,465,0
2024/1/25 12:00,495637,0,620,0.89
2024/1/25 13:00,495637,0,516.7,1.541
2024/1/25 14:00,495637,0,413.3,1.128
2024/1/25 15:00,495637,0,310,1.638
2024/1/25 16:00,495637,0,206.7,1.924
2024/1/25 17:00,495637,0,103.3,1.986
2024/1/25 18:00,495637,0,0,1.462
2024/1/25 19:00,495637,0,0,1.426
2024/1/25 20:00,495637,0,0,0.461
2024/1/25 21:00,495637,0,0,0
2024/1/25 22:00,495637,0,0,0.323
2024/1/25 23:00,495637,0,0,1.552
2024/1/26 0:00,495637,0,0,1.62
2024/1/26 1:00,495637,0,0,1.181
2024/1/26 2:00,495637,0,0,1.534
2024/1/26 3:00,495637,0,0,1.378
2024/1/26 4:00,495637,0,0,1.582
2024/1/26 5:00,495637,0,0,1.409
2024/1/26 6:00,495637,0,0,1.973
2024/1/26 7:00,495637,0,0,1.845
2024/1/26 8:00,495637,0,0,1.476
2024/1/26 9:00,495637,0,155,1.278
2024/1/26 10:00,495637,0,310,0.816
2024/1/26 11:00,495637,0,465,0.86
2024/1/26 12:00,495637,0,620,0.825
2024/1/26 13:00,495637,0,516.7,1.302
2024/1/26 14:00,495637,0,413.3,1.719
2024/1/26 15:00,495637,0,310,1.96
2024/1/26 16:00,495637,0,206.7,2.357
2024/1/26 17:00,495637,0,103.3,1.948
2024/1/26 18:00,495637,0,0,1.651
2024/1/26 19:00,495637,0,0,1.169
2024/1/26 20:00,495637,0,0,0.801
2024/1/26 21:00,495637,0,0,0.593
2024/1/26 22:00,495637,0,0,1.173
