时间,电力负荷(kW),热力负荷(kW),光照强度(W/m²),风速(m/s)
2024/1/4 20:00,539282.87,0,0,4.152
2024/1/4 21:00,546217.793,0,0,3.991
2024/1/4 22:00,590587.06,0,0,3.83
2024/1/4 23:00,587812.7,0,0,3.669
2024/1/5 0:00,587520.1,0,0,3.508
2024/1/5 1:00,585138.42,0,0,5.119
2024/1/5 2:00,591897.09,0,0,4.983
2024/1/5 3:00,587200.97,0,0,4.846
2024/1/5 4:00,585563.28,0,0,4.71
2024/1/5 5:00,586097.36,0,0,4.574
2024/1/5 6:00,584784.68,0,0,4.437
2024/1/5 7:00,586959.99,0,0,4.301
2024/1/5 8:00,577555.39,0,0,4.165
2024/1/5 9:00,555443.681,0,155,4.029
2024/1/5 10:00,571247.84,0,310,3.892
2024/1/5 11:00,587325.6,0,465,3.756
2024/1/5 12:00,585327.61,0,620,3.62
2024/1/5 13:00,587082.5,0,516.7,3.483
2024/1/5 14:00,582313.34,0,413.3,3.347
2024/1/5 15:00,586416.05,0,310,4.958
2024/1/5 16:00,584860.89,0,206.7,4.797
2024/1/5 17:00,586769.85,0,103.3,4.636
2024/1/5 18:00,579367.54,0,0,4.475
2024/1/5 19:00,564900.15,0,0,4.314
2024/1/5 20:00,528707.941,0,0,4.152
2024/1/5 21:00,530001.139,0,0,3.991
2024/1/5 22:00,584641.29,0,0,3.83
2024/1/5 23:00,588373.67,0,0,3.669
2024/1/6 0:00,587337.23,0,0,3.508
2024/1/6 1:00,583028.63,0,0,5.119
2024/1/6 2:00,585763.27,0,0,4.983
2024/1/6 3:00,583782.33,0,0,4.846
2024/1/6 4:00,583402.63,0,0,4.71
2024/1/6 5:00,588218.34,0,0,4.574
2024/1/6 6:00,583445.62,0,0,4.437
2024/1/6 7:00,586293.14,0,0,4.301
2024/1/6 8:00,582889.19,0,0,4.165
2024/1/6 9:00,554644.328,0,155,4.029
2024/1/6 10:00,581309.05,0,310,3.892
2024/1/6 11:00,578219.52,0,465,3.756
2024/1/6 12:00,585059.43,0,620,3.62
2024/1/6 13:00,590149.7,0,516.7,3.483
2024/1/6 14:00,588108.9,0,413.3,3.347
2024/1/6 15:00,588982.9,0,310,4.958
2024/1/6 16:00,586750.3,0,206.7,4.797
2024/1/6 17:00,585981.41,0,103.3,4.636
2024/1/6 18:00,589847.08,0,0,4.475
2024/1/6 19:00,555631.04,0,0,4.314
2024/1/6 20:00,535996.727,0,0,4.152
2024/1/6 21:00,538468.886,0,0,3.991
2024/1/6 22:00,570186.7,0,0,3.83
2024/1/6 23:00,584369.22,0,0,3.669
2024/1/7 0:00,587220.87,0,0,3.508
2024/1/7 1:00,580528.17,0,0,5.119
2024/1/7 2:00,585178.73,0,0,4.983
2024/1/7 3:00,583481.2,0,0,4.846
2024/1/7 4:00,580793.47,0,0,4.71
2024/1/7 5:00,584202.25,0,0,4.574
2024/1/7 6:00,585866.26,0,0,4.437
2024/1/7 7:00,584479.6,0,0,4.301
2024/1/7 8:00,588421.61,0,0,4.165
2024/1/7 9:00,584266.23,0,155,4.029
2024/1/7 10:00,568694.158,0,310,3.892
2024/1/7 11:00,567146.8939,0,465,3.756
2024/1/7 12:00,571215.8047,0,620,3.62
2024/1/7 13:00,568219.0236,0,516.7,3.483
2024/1/7 14:00,572295.6085,0,413.3,3.347
2024/1/7 15:00,573122.1243,0,310,4.958
2024/1/7 16:00,568022.9491,0,206.7,4.797
2024/1/7 17:00,569497.782,0,103.3,4.636
2024/1/7 18:00,565510.672,0,0,4.475
2024/1/7 19:00,571017.329,0,0,4.314
2024/1/7 20:00,525636.009,0,0,4.152
2024/1/7 21:00,525276.481,0,0,3.991
2024/1/7 22:00,553338.022,0,0,3.83
2024/1/7 23:00,572346.623,0,0,3.669
2024/1/8 0:00,576950.606,0,0,3.508
2024/1/8 1:00,570193.324,0,0,5.119
2024/1/8 2:00,570467.621,0,0,4.983
2024/1/8 3:00,575236.982,0,0,4.846
2024/1/8 4:00,577834.048,0,0,4.71
2024/1/8 5:00,575645.874,0,0,4.574
2024/1/8 6:00,578185.368,0,0,4.437
2024/1/8 7:00,579540.796,0,0,4.301
2024/1/8 8:00,578896.522,0,0,4.165
2024/1/8 9:00,555297.4835,0,155,4.029
2024/1/8 10:00,582321.76,0,310,3.892
2024/1/8 11:00,585129.17,0,465,3.756
2024/1/8 12:00,586808.68,0,620,3.62
2024/1/8 13:00,589538.43,0,516.7,3.483
2024/1/8 14:00,586409.53,0,413.3,3.347
2024/1/8 15:00,586690.25,0,310,4.958
2024/1/8 16:00,586494.2,0,206.7,4.797
2024/1/8 17:00,584644.46,0,103.3,4.636
2024/1/8 18:00,586372.14,0,0,4.475
2024/1/8 19:00,568375.77,0,0,4.314
2024/1/8 20:00,550915.24,0,0,4.152
2024/1/8 21:00,597961.13,0,0,3.991
2024/1/8 22:00,631253.22,0,0,3.83
2024/1/8 23:00,633764.5,0,0,3.669
2024/1/9 0:00,631451.8,0,0,3.508
2024/1/9 1:00,628128.93,0,0,5.119
2024/1/9 2:00,625180.78,0,0,4.983
2024/1/9 3:00,635159.95,0,0,4.846
2024/1/9 4:00,635554.03,0,0,4.71
2024/1/9 5:00,636774.07,0,0,4.574
2024/1/9 6:00,632888.87,0,0,4.437
2024/1/9 7:00,627614.03,0,0,4.301
2024/1/9 8:00,628226.55,0,0,4.165
2024/1/9 9:00,602188.181,0,155,4.029
2024/1/9 10:00,583710.353,0,310,3.892
2024/1/9 11:00,608867.54,0,465,3.756
2024/1/9 12:00,597964.29,0,620,3.62
2024/1/9 13:00,606689.17,0,516.7,3.483
2024/1/9 14:00,605480.85,0,413.3,3.347
2024/1/9 15:00,605826.28,0,310,4.958
2024/1/9 16:00,609103.8,0,206.7,4.797
2024/1/9 17:00,604978.86,0,103.3,4.636
2024/1/9 18:00,608884.88,0,0,4.475
2024/1/9 19:00,601489.517,0,0,4.314
2024/1/9 20:00,581040.85,0,0,4.152
2024/1/9 21:00,586005.159,0,0,3.991
2024/1/9 22:00,591580.01,0,0,3.83
2024/1/9 23:00,584687.413,0,0,3.669
2024/1/10 0:00,584588.057,0,0,3.508
2024/1/10 1:00,610025.381,0,0,5.119
2024/1/10 2:00,607826.198,0,0,4.983
2024/1/10 3:00,612635.081,0,0,4.846
2024/1/10 4:00,613357.833,0,0,4.71
2024/1/10 5:00,617962.478,0,0,4.574
2024/1/10 6:00,614383.258,0,0,4.437
2024/1/10 7:00,616742.117,0,0,4.301
2024/1/10 8:00,619351.91,0,0,4.165
2024/1/10 9:00,593966.478,0,155,4.029
2024/1/10 10:00,583579.3074,0,310,3.892
2024/1/10 11:00,581050.6604,0,465,3.756
2024/1/10 12:00,584061.4827,0,620,3.62
2024/1/10 13:00,583135.2229,0,516.7,3.483
2024/1/10 14:00,583675.3291,0,413.3,3.347
2024/1/10 15:00,584991.361,0,310,4.958
2024/1/10 16:00,581708.7636,0,206.7,4.797
2024/1/10 17:00,583877.074,0,103.3,4.636
2024/1/10 18:00,590829.786,0,0,4.475
2024/1/10 19:00,589499.065,0,0,4.314
2024/1/10 20:00,577448.919,0,0,4.152
2024/1/10 21:00,585051.152,0,0,3.991
2024/1/10 22:00,595019.643,0,0,3.83
2024/1/10 23:00,606129.393,0,0,3.669
2024/1/11 0:00,608365.253,0,0,3.508
2024/1/11 1:00,604153.852,0,0,5.119
2024/1/11 2:00,603162.852,0,0,4.983
2024/1/11 3:00,609362.552,0,0,4.846
2024/1/11 4:00,606274.182,0,0,4.71
2024/1/11 5:00,610704.552,0,0,4.574
2024/1/11 6:00,610613.878,0,0,4.437
2024/1/11 7:00,608170.243,0,0,4.301
2024/1/11 8:00,611027.312,0,0,4.165
2024/1/11 9:00,596579.246,0,155,4.029
2024/1/11 10:00,590799.34,0,310,3.892
2024/1/11 11:00,594045.621,0,465,3.756
2024/1/11 12:00,610956.021,0,620,3.62
2024/1/11 13:00,613932.281,0,516.7,3.483
2024/1/11 14:00,608418.815,0,413.3,3.347
2024/1/11 15:00,610995.795,0,310,4.958
2024/1/11 16:00,614181.355,0,206.7,4.797
2024/1/11 17:00,609932.621,0,103.3,4.636
2024/1/11 18:00,613066.635,0,0,4.475
2024/1/11 19:00,582560.397,0,0,4.314
2024/1/11 20:00,569879.685,0,0,4.152
2024/1/11 21:00,591432.596,0,0,3.991
2024/1/11 22:00,606516.013,0,0,3.83
2024/1/11 23:00,613700.423,0,0,3.669
2024/1/12 0:00,601709.58,0,0,3.508
2024/1/12 1:00,599162.76,0,0,5.119
2024/1/12 2:00,607724.148,0,0,4.983
2024/1/12 3:00,610474.266,0,0,4.846
2024/1/12 4:00,614789.91,0,0,4.71
2024/1/12 5:00,615864.99,0,0,4.574
2024/1/12 6:00,611850.17,0,0,4.437
2024/1/12 7:00,612007.78,0,0,4.301
2024/1/12 8:00,574377,0,0,4.165
2024/1/12 9:00,545066.803,0,155,4.029
2024/1/12 10:00,552943.154,0,310,3.892
2024/1/12 11:00,575489.08,0,465,3.756
2024/1/12 12:00,579953.54,0,620,3.62
2024/1/12 13:00,580342.06,0,516.7,3.483
2024/1/12 14:00,575881.06,0,413.3,3.347
2024/1/12 15:00,575798.82,0,310,4.958
2024/1/12 16:00,576579.89,0,206.7,4.797
2024/1/12 17:00,576964.36,0,103.3,4.636
2024/1/12 18:00,580574.79,0,0,4.475
2024/1/12 19:00,541787.079,0,0,4.314
2024/1/12 20:00,541713.233,0,0,4.152
2024/1/12 21:00,571559.241,0,0,3.991
2024/1/12 22:00,570909.748,0,0,3.83
2024/1/12 23:00,575031.57,0,0,3.669
2024/1/13 0:00,578400.33,0,0,3.508
2024/1/13 1:00,583224.1,0,0,5.119
2024/1/13 2:00,580932.33,0,0,4.983
2024/1/13 3:00,586445.15,0,0,4.846
2024/1/13 4:00,583936.56,0,0,4.71
2024/1/13 5:00,583670.12,0,0,4.574
2024/1/13 6:00,582350.17,0,0,4.437
2024/1/13 7:00,586455.42,0,0,4.301
2024/1/13 8:00,588113.87,0,0,4.165
2024/1/13 9:00,572458.707,0,155,4.029
2024/1/13 10:00,552808.339,0,310,3.892
2024/1/13 11:00,568142.265,0,465,3.756
2024/1/13 12:00,589195.94,0,620,3.62
2024/1/13 13:00,591037.78,0,516.7,3.483
2024/1/13 14:00,588815.21,0,413.3,3.347
2024/1/13 15:00,588025.3,0,310,4.958
2024/1/13 16:00,587104.91,0,206.7,4.797
2024/1/13 17:00,584908.06,0,103.3,4.636
2024/1/13 18:00,586795.56,0,0,4.475
2024/1/13 19:00,582059.68,0,0,4.314
2024/1/13 20:00,556540.559,0,0,4.152
2024/1/13 21:00,568856.806,0,0,3.991
2024/1/13 22:00,588210.31,0,0,3.83
2024/1/13 23:00,584840.18,0,0,3.669
2024/1/14 0:00,587673.05,0,0,3.508
2024/1/14 1:00,583465.25,0,0,5.119
2024/1/14 2:00,585834.16,0,0,4.983
2024/1/14 3:00,587504.08,0,0,4.846
2024/1/14 4:00,588832.08,0,0,4.71
2024/1/14 5:00,588738.28,0,0,4.574
2024/1/14 6:00,589199.01,0,0,4.437
2024/1/14 7:00,589922.95,0,0,4.301
2024/1/14 8:00,591902.57,0,0,4.165
2024/1/14 9:00,561473.618,0,155,4.029
2024/1/14 10:00,548824.706,0,310,3.892
2024/1/14 11:00,566041.707,0,465,3.756
2024/1/14 12:00,587557.64,0,620,3.62
2024/1/14 13:00,582014.35,0,516.7,3.483
2024/1/14 14:00,586564.86,0,413.3,3.347
2024/1/14 15:00,583177.48,0,310,4.958
2024/1/14 16:00,585038.9,0,206.7,4.797
2024/1/14 17:00,584166.26,0,103.3,4.636
2024/1/14 18:00,582713.66,0,0,4.475
2024/1/14 19:00,577474.48,0,0,4.314
2024/1/14 20:00,551514.951,0,0,4.152
2024/1/14 21:00,561937.363,0,0,3.991
2024/1/14 22:00,580172.96,0,0,3.83
2024/1/14 23:00,580389.2,0,0,3.669
2024/1/15 0:00,583119.29,0,0,3.508
2024/1/15 1:00,579126.48,0,0,5.119
2024/1/15 2:00,582132.23,0,0,4.983
2024/1/15 3:00,583031.79,0,0,4.846
2024/1/15 4:00,573549.77,0,0,4.71
2024/1/15 5:00,575667.69,0,0,4.574
2024/1/15 6:00,579214.14,0,0,4.437
2024/1/15 7:00,582142.74,0,0,4.301
2024/1/15 8:00,578499.02,0,0,4.165
2024/1/15 9:00,551338.641,0,155,4.029
2024/1/15 10:00,570966.049,0,310,3.892
2024/1/15 11:00,579929.79,0,465,3.756
2024/1/15 12:00,579092.47,0,620,3.62
2024/1/15 13:00,583355.49,0,516.7,3.483
2024/1/15 14:00,583860.61,0,413.3,3.347
2024/1/15 15:00,583587.68,0,310,4.958
2024/1/15 16:00,583386.02,0,206.7,4.797
2024/1/15 17:00,585372.72,0,103.3,4.636
2024/1/15 18:00,583590.33,0,0,4.475
2024/1/15 19:00,558945.816,0,0,4.314
2024/1/15 20:00,549108.116,0,0,4.152
2024/1/15 21:00,558336.415,0,0,3.991
2024/1/15 22:00,564305.704,0,0,3.83
2024/1/15 23:00,577775.08,0,0,3.669
2024/1/16 0:00,578099.23,0,0,3.508
2024/1/16 1:00,578678.69,0,0,5.119
2024/1/16 2:00,578892.32,0,0,4.983
2024/1/16 3:00,579093.19,0,0,4.846
2024/1/16 4:00,578086.43,0,0,4.71
2024/1/16 5:00,578759.77,0,0,4.574
2024/1/16 6:00,577906.01,0,0,4.437
2024/1/16 7:00,577840.75,0,0,4.301
2024/1/16 8:00,578206.1,0,0,4.165
2024/1/16 9:00,560472.32,0,155,4.029
2024/1/16 10:00,539917.358,0,310,3.892
2024/1/16 11:00,554944.87,0,465,3.756
2024/1/16 12:00,555171.44,0,620,3.62
2024/1/16 13:00,554167.95,0,516.7,3.483
2024/1/16 14:00,537355.5645,0,413.3,3.347
2024/1/16 15:00,540480.006,0,310,4.958
2024/1/16 16:00,539624.4456,0,206.7,4.797
2024/1/16 17:00,541268.2866,0,103.3,4.636
2024/1/16 18:00,544897.3409,0,0,4.475
2024/1/16 19:00,539526.5108,0,0,4.314
2024/1/16 20:00,537344.0426,0,0,4.152
2024/1/16 21:00,546763.904,0,0,3.991
2024/1/16 22:00,549889.711,0,0,3.83
2024/1/16 23:00,563337.282,0,0,3.669
2024/1/17 0:00,566356.228,0,0,3.508
2024/1/17 1:00,565344.898,0,0,5.119
2024/1/17 2:00,563986.025,0,0,4.983
2024/1/17 3:00,564633.976,0,0,4.846
2024/1/17 4:00,567603.186,0,0,4.71
2024/1/17 5:00,569826.381,0,0,4.574
2024/1/17 6:00,566192.304,0,0,4.437
2024/1/17 7:00,571024.359,0,0,4.301
2024/1/17 8:00,557113.369,0,0,4.165
2024/1/17 9:00,567485.344,0,155,4.029
2024/1/17 10:00,569004.053,0,310,3.892
2024/1/17 11:00,552178.956,0,465,3.756
2024/1/17 12:00,570972.408,0,620,3.62
2024/1/17 13:00,575845.42,0,516.7,3.483
2024/1/17 14:00,570397.89,0,413.3,3.347
2024/1/17 15:00,576939.06,0,310,4.958
2024/1/17 16:00,578829.09,0,206.7,4.797
2024/1/17 17:00,580734.46,0,103.3,4.636
2024/1/17 18:00,584470.77,0,0,4.475
2024/1/17 19:00,578378.027,0,0,4.314
2024/1/17 20:00,549858.532,0,0,4.152
2024/1/17 21:00,566558.45,0,0,3.991
2024/1/17 22:00,588601.87,0,0,3.83
2024/1/17 23:00,591009.59,0,0,3.669
2024/1/18 0:00,590286.99,0,0,3.508
2024/1/18 1:00,588870.38,0,0,5.119
2024/1/18 2:00,589607.03,0,0,4.983
2024/1/18 3:00,592894.6,0,0,4.846
2024/1/18 4:00,592364.55,0,0,4.71
2024/1/18 5:00,592632.55,0,0,4.574
2024/1/18 6:00,592560.24,0,0,4.437
2024/1/18 7:00,591495.68,0,0,4.301
2024/1/18 8:00,590477.24,0,0,4.165
2024/1/18 9:00,574663.87,0,155,4.029
2024/1/18 10:00,581379.95,0,310,3.892
2024/1/18 11:00,567580.24,0,465,3.756
2024/1/18 12:00,566124.64,0,620,3.62
2024/1/18 13:00,569592.6969,0,516.7,3.483
2024/1/18 14:00,571852.179,0,413.3,3.347
2024/1/18 15:00,571964.007,0,310,4.958
2024/1/18 16:00,572675.422,0,206.7,4.797
2024/1/18 17:00,575408.424,0,103.3,4.636
2024/1/18 18:00,576420.748,0,0,4.475
2024/1/18 19:00,578116.382,0,0,4.314
2024/1/18 20:00,544942.614,0,0,4.152
2024/1/18 21:00,538206.218,0,0,3.991
2024/1/18 22:00,580935.931,0,0,3.83
2024/1/18 23:00,576432.059,0,0,3.669
2024/1/19 0:00,580107.42,0,0,3.508
2024/1/19 1:00,577687.876,0,0,5.119
2024/1/19 2:00,579762.401,0,0,4.983
2024/1/19 3:00,583589.815,0,0,4.846
2024/1/19 4:00,582861.709,0,0,4.71
2024/1/19 5:00,581275.803,0,0,4.574
2024/1/19 6:00,580726.459,0,0,4.437
2024/1/19 7:00,579147.459,0,0,4.301
2024/1/19 8:00,577687.925,0,0,4.165
2024/1/19 9:00,578371.8,0,155,4.029
2024/1/19 10:00,567152.427,0,310,3.892
2024/1/19 11:00,580196.67,0,465,3.756
2024/1/19 12:00,567400.72,0,620,3.62
2024/1/19 13:00,566843.25,0,516.7,3.483
2024/1/19 14:00,563289.36,0,413.3,3.347
2024/1/19 15:00,560798.36,0,310,4.958
2024/1/19 16:00,558769.52,0,206.7,4.797
2024/1/19 17:00,556157.87,0,103.3,4.636
2024/1/19 18:00,551881.311,0,0,4.475
2024/1/19 19:00,529085.05,0,0,4.314
2024/1/19 20:00,541302.875,0,0,4.152
2024/1/19 21:00,532633.946,0,0,3.991
2024/1/19 22:00,571406.58,0,0,3.83
2024/1/19 23:00,582698.35,0,0,3.669
2024/1/20 0:00,577342.68,0,0,3.508
2024/1/20 1:00,579196.86,0,0,5.119
2024/1/20 2:00,579913.15,0,0,4.983
2024/1/20 3:00,584883.6,0,0,4.846
2024/1/20 4:00,583855.01,0,0,4.71
2024/1/20 5:00,584357.87,0,0,4.574
2024/1/20 6:00,585405.8,0,0,4.437
2024/1/20 7:00,583802.13,0,0,4.301
2024/1/20 8:00,583803.52,0,0,4.165
2024/1/20 9:00,570079.57,0,155,4.029
2024/1/20 10:00,554649.53,0,310,3.892
2024/1/20 11:00,543984.37,0,465,3.756
2024/1/20 12:00,564382.36,0,620,3.62
2024/1/20 13:00,564907.67,0,516.7,3.483
2024/1/20 14:00,563909.34,0,413.3,3.347
2024/1/20 15:00,562649.54,0,310,4.958
2024/1/20 16:00,560852.14,0,206.7,4.797
2024/1/20 17:00,558183.34,0,103.3,4.636
2024/1/20 18:00,561651.34,0,0,4.475
2024/1/20 19:00,531618.958,0,0,4.314
2024/1/20 20:00,526043.666,0,0,4.152
2024/1/20 21:00,528852.432,0,0,3.991
2024/1/20 22:00,549155.788,0,0,3.83
2024/1/20 23:00,548347.425,0,0,3.669
2024/1/21 0:00,566321.47,0,0,3.508
2024/1/21 1:00,575946.84,0,0,5.119
2024/1/21 2:00,573586.01,0,0,4.983
2024/1/21 3:00,575197.41,0,0,4.846
2024/1/21 4:00,578345.97,0,0,4.71
2024/1/21 5:00,576613.5,0,0,4.574
2024/1/21 6:00,580768.12,0,0,4.437
2024/1/21 7:00,582902.9,0,0,4.301
2024/1/21 8:00,570679.8,0,0,4.165
2024/1/21 9:00,547799.001,0,155,4.029
2024/1/21 10:00,538465.3594,0,310,3.892
2024/1/21 11:00,550655.7894,0,465,3.756
2024/1/21 12:00,554644.6194,0,620,3.62
2024/1/21 13:00,555899.3894,0,516.7,3.483
2024/1/21 14:00,553762.3194,0,413.3,3.347
2024/1/21 15:00,554857.6194,0,310,4.958
2024/1/21 16:00,560215.014,0,206.7,4.797
2024/1/21 17:00,545072.95,0,103.3,4.636
2024/1/21 18:00,544855.887,0,0,4.475
2024/1/21 19:00,520490.96,0,0,4.314
2024/1/21 20:00,515644.44,0,0,4.152
2024/1/21 21:00,525971.588,0,0,3.991
2024/1/21 22:00,516631.021,0,0,3.83
2024/1/21 23:00,525156.072,0,0,3.669
2024/1/22 0:00,526563.983,0,0,3.508
2024/1/22 1:00,539510.348,0,0,5.119
2024/1/22 2:00,551461.15,0,0,4.983
2024/1/22 3:00,552631.53,0,0,4.846
2024/1/22 4:00,555164.09,0,0,4.71
2024/1/22 5:00,557263.42,0,0,4.574
2024/1/22 6:00,559950.76,0,0,4.437
2024/1/22 7:00,561993.91,0,0,4.301
2024/1/22 8:00,560148.53,0,0,4.165
2024/1/22 9:00,522439.774,0,155,4.029
2024/1/22 10:00,526342.848,0,310,3.892
2024/1/22 11:00,529420.646,0,465,3.756
2024/1/22 12:00,545079.9,0,620,3.62
2024/1/22 13:00,545425.28,0,516.7,3.483
2024/1/22 14:00,544083.34,0,413.3,3.347
2024/1/22 15:00,546183.61,0,310,4.958
2024/1/22 16:00,543326.71,0,206.7,4.797
2024/1/22 17:00,541612.9919,0,103.3,4.636
2024/1/22 18:00,550923.743,0,0,4.475
2024/1/22 19:00,537038.255,0,0,4.314
2024/1/22 20:00,520162.401,0,0,4.152
2024/1/22 21:00,537896.27,0,0,3.991
2024/1/22 22:00,542568.78,0,0,3.83
2024/1/22 23:00,557259.86,0,0,3.669
2024/1/23 0:00,556373.47,0,0,3.508
2024/1/23 1:00,555947,0,0,5.119
2024/1/23 2:00,561362.36,0,0,4.983
2024/1/23 3:00,564141.04,0,0,4.846
2024/1/23 4:00,564818.73,0,0,4.71
2024/1/23 5:00,561823.59,0,0,4.574
2024/1/23 6:00,561883.63,0,0,4.437
2024/1/23 7:00,563541.36,0,0,4.301
2024/1/23 8:00,565385.3,0,0,4.165
2024/1/23 9:00,554765.61,0,155,4.029
2024/1/23 10:00,535089.28,0,310,3.892
2024/1/23 11:00,550897.1142,0,465,3.756
2024/1/23 12:00,552286.4663,0,620,3.62
2024/1/23 13:00,549590.1928,0,516.7,3.483
2024/1/23 14:00,548461.1902,0,413.3,3.347
2024/1/23 15:00,548275.825,0,310,4.958
2024/1/23 16:00,546775.8119,0,206.7,4.797
2024/1/23 17:00,617943.941,0,103.3,4.636
2024/1/23 18:00,601520.865,0,0,4.475
2024/1/23 19:00,612523.05,0,0,4.314
2024/1/23 20:00,590985.205,0,0,4.152
2024/1/23 21:00,586576.796,0,0,3.991
2024/1/23 22:00,616857.98,0,0,3.83
2024/1/23 23:00,618931.29,0,0,3.669
2024/1/24 0:00,612442.95,0,0,3.508
2024/1/24 1:00,614379.05,0,0,5.119
2024/1/24 2:00,611050.79,0,0,4.983
2024/1/24 3:00,613786.32,0,0,4.846
2024/1/24 4:00,620473.04,0,0,4.71
2024/1/24 5:00,618926.71,0,0,4.574
2024/1/24 6:00,614134.43,0,0,4.437
2024/1/24 7:00,616024.59,0,0,4.301
2024/1/24 8:00,620121.85,0,0,4.165
2024/1/24 9:00,582310.858,0,155,4.029
2024/1/24 10:00,584052.24,0,310,3.892
2024/1/24 11:00,606127.37,0,465,3.756
2024/1/24 12:00,625348.58,0,620,3.62
2024/1/24 13:00,624161.18,0,516.7,3.483
2024/1/24 14:00,621012.64,0,413.3,3.347
2024/1/24 15:00,623293.35,0,310,4.958
2024/1/24 16:00,623674.07,0,206.7,4.797
2024/1/24 17:00,623053.34,0,103.3,4.636
